id,bai,tieude,noidung
96,Bài 4: Câu lệnh điều kiện trong javascript,Giới thiệu,"Câu lệnh if-else trong javascript cũng giống như các ngôn ngữ khác, nếu điều kiện của mệnh đề đúng thì code phía trong sẽ được thực hiện, và ngược lại nếu sai thì nó sẽ không chạy code trong mệnh đề."
97,Bài 4: Câu lệnh điều kiện trong javascript,If,"Cú Pháp:

```js
if (condition) {
	//nếu điều kiện đúng thì thực hiện
}
```

```js
if (condition) {
	//nếu điều kiện đúng thì thực hiện
}
```
Trong đó:conditionlà một hoặc nhiều mệnh đề điều kiện có giá trị trả vềTRUE/FALSE.
VD:

```js
var a = 5;
var b = 6;
if (a != b) {
	//Vì a khác b nên code phía trong if sẽ được chạy
	document.write('a khác b');
}
```

```js
var a = 5;
var b = 6;
if (a != b) {
	//Vì a khác b nên code phía trong if sẽ được chạy
	document.write('a khác b');
}
```
Xem Kết Quả"
98,Bài 4: Câu lệnh điều kiện trong javascript,Câu lệnh else.,"-Như ở phía trên mình có nói câu lệnhifthực hiện khi mệnh đề đi kèm nó đúng, và mệnh đề else sẽ thực hiện khi điều kiện của mệnh đề if không thỏa mãn.

```js
if
```
Cú Pháp:

```js
if (true) {
	// nếu đúng thì chạy code trong này
} else {
	//nếu sai thì chạy code trong này
}
```

```js
if (true) {
	// nếu đúng thì chạy code trong này
} else {
	//nếu sai thì chạy code trong này
}
```
VD:

```js
var a = 5;
var b = 5;
if (a != b) {
	document.write('a khác b');
}
else{
	//Vì a bằng b nên code phía trong else sẽ được chạy
	document.write('a bằng b');
}
```

```js
var a = 5;
var b = 5;
if (a != b) {
	document.write('a khác b');
}
else{
	//Vì a bằng b nên code phía trong else sẽ được chạy
	document.write('a bằng b');
}
```
Xem Kết Quả"
99,Bài 4: Câu lệnh điều kiện trong javascript,Kết hợp else if.,"-Có đôi khi bạn muốn xử lý đa nhánh như làm bài toán phân loại học lực thì lúc này bạn lên dùng else if để xử lý các điều kiện khác với if.
VD:

```js
var diem = 5;

if (diem < 4) {
    document.write('Học Lại');
} else if (diem >= 4 && diem < 5.5) {
    document.write(' Loại D');
} else if (diem >= 5.5 && diem < 7) {
    document.write('Loai C');
} else if (diem >= 7 && diem < 8.5) {
    document.write('Loại B');
} else if (diem >= 8.5 && diem <= 10) {
    document.write('Loai A');
} else {
    document.write('Điểm không hợp lệ');
}
```

```js
var diem = 5;

if (diem < 4) {
    document.write('Học Lại');
} else if (diem >= 4 && diem < 5.5) {
    document.write(' Loại D');
} else if (diem >= 5.5 && diem < 7) {
    document.write('Loai C');
} else if (diem >= 7 && diem < 8.5) {
    document.write('Loại B');
} else if (diem >= 8.5 && diem <= 10) {
    document.write('Loai A');
} else {
    document.write('Điểm không hợp lệ');
}
```
Xem Kết Quả"
100,Bài 4: Câu lệnh điều kiện trong javascript,if-else lồng nhau.,"-Cũng giống như bài toán ở phần 3 thì chúng ta có thể sử dụng if-else lồng nhau được.
VD:

```js
var diem = 5;

if (diem < 4) {
    document.write('Học Lại');
} else {
    if (diem >= 4 && diem < 5.5) {
        document.write(' Loại D');
    } else {
        if (diem >= 5.5 && diem < 7) {
            document.write('Loai C');
        } else {
            if (diem >= 7 && diem < 8.5) {
                document.write('Loại B');
            } else {
                if (diem >= 8.5 && diem <= 10) {
                    document.write('Loai A');
                } else {
                    document.write('Điểm không hợp lệ');
                }
            }
        }
    }
}
```

```js
var diem = 5;

if (diem < 4) {
    document.write('Học Lại');
} else {
    if (diem >= 4 && diem < 5.5) {
        document.write(' Loại D');
    } else {
        if (diem >= 5.5 && diem < 7) {
            document.write('Loai C');
        } else {
            if (diem >= 7 && diem < 8.5) {
                document.write('Loại B');
            } else {
                if (diem >= 8.5 && diem <= 10) {
                    document.write('Loai A');
                } else {
                    document.write('Điểm không hợp lệ');
                }
            }
        }
    }
}
```
Xem Kết Quả"
101,Bài 4: Câu lệnh điều kiện trong javascript,if-else rút gọn.,"-Chúng ta cũng có thể rút gọn câu lệnh if-else với cú pháp như sau:

```js
(dieukien) ? (đúng) : (sai)
```

```js
(dieukien) ? (đúng) : (sai)
```
Trong đó: Điều kiện là các biểu thức, mệnh đề trả về giá trị true false.
VD:

```js
var diem = 5;
diem == 5 ? document.write('Điểm Bằng 5') : document.write('Diểm khác 5');
```

```js
var diem = 5;
diem == 5 ? document.write('Điểm Bằng 5') : document.write('Diểm khác 5');
```
Xem Kết Quả"
102,Bài 4: Câu lệnh điều kiện trong javascript,"2, Switch case.","-Đây là một loại câu lệnh rẽ nhánh( hay còn gọi là câu lệnh điều kiện) có đặc điểm là để giải quyết các bài toán mà có các nhánh là các điều kiện cố định.
Cú Pháp:

```js
switch (condition) {
    case value1:
        //code
        break;
    case value2:
        //code
        break;
    default:
        //code
        break;
}
```

```js
switch (condition) {
    case value1:
        //code
        break;
    case value2:
        //code
        break;
    default:
        //code
        break;
}
```
Trong đó:
VD: Đọc số trong phạm vi từ 0 đến 5.

```js
var so = 5;

switch (so) {
    case 0:
        document.write('không');
        break;
    case 1:
        document.write('Một');
        break;
    case 2:
        document.write('Hai');
        break;
    case 3:
        document.write('Ba');
        break;
    case 4:
        document.write('Bốn');
        break;
    case 5:
        document.write('Năm');
        break;
    default:
        document.write('Không thỏa mãn');
        break;
}
```

```js
var so = 5;

switch (so) {
    case 0:
        document.write('không');
        break;
    case 1:
        document.write('Một');
        break;
    case 2:
        document.write('Hai');
        break;
    case 3:
        document.write('Ba');
        break;
    case 4:
        document.write('Bốn');
        break;
    case 5:
        document.write('Năm');
        break;
    default:
        document.write('Không thỏa mãn');
        break;
}
```
Xem Kết Quả"
103,Bài 4: Câu lệnh điều kiện trong javascript,"3, Lời kết.","-Như vậy qua phần này mình đã giới thiệu với mọi người về if-else, các dạng và cách sử dụng của nó rồi, bài tiếp theo chúng ta sẽ tìm hiểu vềvòng lặp trong Javascriptxem có gì không nhé."
104,Bài 10: DOM Elements trong javascript,Giới thiệu,Tiếp tục với series bài này chúng ta sẽ đi tìm hiểu và tác động javascript đến trực tiếp các thẻ HTML trong chương trình.
105,Bài 10: DOM Elements trong javascript,"1, DOM là gì?",-DOM là viết tắt của chữ Document Object Model (dịch ra tiếng việt thì không được hay cho lắm!). Khi mà chúng ta làm việt với DOM thì chúng ta có thể tác động đến các thẻ HTML và các thành phần của nó. Khá hay đúng không nào?
106,Bài 10: DOM Elements trong javascript,"2, DOM elements trong javascript.","-Trong bài này chúng ta sẽ chỉ tìm hiểu cách truy xuất đến các thẻ HTML thông qua class,id và tag, còn các cách thay đổi nội dung chúng ta sẽ tìm hiểu trong các phần sau nhé!"
107,Bài 10: DOM Elements trong javascript,Tìm thẻ HTML thông qua ID,"-Để tìm kiếm và truy xuất thông tin của một thẻ HTML theo ID của nó thì chúng ta sử dụng cú pháp:

```js
document.getElementById('idName');
```

```js
document.getElementById('idName');
```
Trong đó:idNamelà id của thẻ HTML mà chúng ta cần truy xuất tới.
VD: Truy xuất và thông báo ra nội dung của thẻ HTML có id làtoidicode.

```js
toidicode
```

```js
<!DOCTYPE html>
<html>

<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com javascript</title>
</head>

<body>
<div id=""hello"">Chào mừng các bạn đến với website học lập trình online</div>
<div id=""toidicode"">TOIDICODE.COM</div>

<script type=""text/javascript"">
    var element = document.getElementById('toidicode');
    var content = element.innerHTML;
    alert(content);
</script>
</body>

</html>
```

```js
<!DOCTYPE html>
<html>

<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com javascript</title>
</head>

<body>
<div id=""hello"">Chào mừng các bạn đến với website học lập trình online</div>
<div id=""toidicode"">TOIDICODE.COM</div>

<script type=""text/javascript"">
    var element = document.getElementById('toidicode');
    var content = element.innerHTML;
    alert(content);
</script>
</body>

</html>
```
Xem Kết Quả"
108,Bài 10: DOM Elements trong javascript,Tìm thẻ HTML thông qua class,"-Để tìm thẻ html thông qua class của nó các bạn sử dụng cú pháp như sau:

```js
document.getElementsByClassName('className');
```

```js
document.getElementsByClassName('className');
```
Trong đó:classNamelà tên class của thẻ HTML các bạn muốn tìm.
VD: Tìm và lấy ra nội dung của thẻ HTML có class name làhello.

```js
hello
```

```js
<!DOCTYPE html>
<html>

<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com javascript</title>
</head>

<body>
<div class=""hello"">Chào mừng các bạn đến với website học lập trình online</div>
<div class=""toidicode"">TOIDICODE.COM</div>

<script type=""text/javascript"">
    var element = document.getElementsByClassName('hello');
    //Lấy ra nội dung của thẻ đầu tiên
    var content = element[0].innerHTML;
    alert(content);
</script>
</body>

</html>
```

```js
<!DOCTYPE html>
<html>

<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com javascript</title>
</head>

<body>
<div class=""hello"">Chào mừng các bạn đến với website học lập trình online</div>
<div class=""toidicode"">TOIDICODE.COM</div>

<script type=""text/javascript"">
    var element = document.getElementsByClassName('hello');
    //Lấy ra nội dung của thẻ đầu tiên
    var content = element[0].innerHTML;
    alert(content);
</script>
</body>

</html>
```
Xem Kết Quả
Tìm thẻ HTML thông qua tagName.
- Để tìm kiếm thẻ HTML có tagName theo ý bạn trong javascript thì các bạn sử dụng cú pháp:

```js
document.getElementsByTagName('tagName');
```

```js
document.getElementsByTagName('tagName');
```
Trong đó:tagNamelà tag mà các bạn muốn tìm kiếm và truy xuất nó.
VD:

```js
<!DOCTYPE html>
<html>

<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com javascript</title>
</head>

<body>
<div class=""hello"">Chào mừng các bạn đến với website học lập trình online</div>
<div class=""toidicode"">TOIDICODE.COM</div>

<script type=""text/javascript"">
    var element = document.getElementsByTagName('div');
    //Lấy ra nội dung của thẻ đầu tiên
    var content = element[0].innerHTML;
    alert(content);
</script>
</body>

</html>
```

```js
<!DOCTYPE html>
<html>

<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com javascript</title>
</head>

<body>
<div class=""hello"">Chào mừng các bạn đến với website học lập trình online</div>
<div class=""toidicode"">TOIDICODE.COM</div>

<script type=""text/javascript"">
    var element = document.getElementsByTagName('div');
    //Lấy ra nội dung của thẻ đầu tiên
    var content = element[0].innerHTML;
    alert(content);
</script>
</body>

</html>
```
Xem Kết Quả"
109,Bài 10: DOM Elements trong javascript,Chú ý,"-Đối với tìm thẻ HTML theo class và tag name thì nó sẽ trả về mảng đối tượng với số lượng phần tử bằng với số lượng các thẻ html thảo mãn điều kiện.
VD:

```js
<!DOCTYPE html>
<html>

<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com javascript</title>
</head>

<body>
<div id=""hello"">Chào mừng các bạn đến với website học lập trình online </div>
<div class=""toidicode"">TOIDICODE.COM</div>
<p class=""toidicode"">Bacsic to advance</p>
<script type=""text/javascript"">
    //chọn tất cả các phần tử có class là toidicode
    var element = document.getElementsByClassName('toidicode');
    //lấy ra số lượng phần tử tìm đc
    var length = element.length;
    alert('Số phần tử có class là toidicode = '+length);
</script>
</body>

</html>
```

```js
<!DOCTYPE html>
<html>

<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com javascript</title>
</head>

<body>
<div id=""hello"">Chào mừng các bạn đến với website học lập trình online </div>
<div class=""toidicode"">TOIDICODE.COM</div>
<p class=""toidicode"">Bacsic to advance</p>
<script type=""text/javascript"">
    //chọn tất cả các phần tử có class là toidicode
    var element = document.getElementsByClassName('toidicode');
    //lấy ra số lượng phần tử tìm đc
    var length = element.length;
    alert('Số phần tử có class là toidicode = '+length);
</script>
</body>

</html>
```
Xem Kết Quả
-Dựa vào đó các bạn có thể duyệt mảng và truy xuất đến từng phần tử trong mảng."
